id_entrega,canton_destino,peso_kg,volumen_m3,distancia_km,num_paradas,hora_salida,lluvia_mm,tipo_vehiculo,experiencia_conductor_meses,carga_previa_pct,incidencias_registradas,entrega_tardia
ENT-02655,Saraguro,321.6,1.188,7.6,3,8,0.1,camion liviano,,81.5,4,1
ENT-01638,Loja,62.2,0.41,36.8,4,6,0.5,camioneta,44.0,80.8,0,0
ENT-02883,Zamora,325.3,1.317,32.7,1,10,0.5,camion liviano,,57.6,4,1
ENT-02783,Cariamanga,222.3,0.74,36.0,3,11,1.6,camion liviano,,39.4,0,0
ENT-02824,Macara,296.8,0.944,24.0,3,6,0.4,camioneta,114.0,85.3,2,1
ENT-00865,Macara,237.6,1.078,95.8,6,12,0.0,camion liviano,37.0,38.9,0,0
ENT-00290,Saraguro,545.3,1.846,33.9,8,11,,camion liviano,,42.1,1,1
ENT-00300,LOJA,217.7,0.751,45.7,3,13,2.5,camioneta,31.0,26.2,0,1
ENT-01802,Machala,182.8,1.0,63.6,4,10,0.1,camioneta,,83.5,1,1
ENT-02271,Saraguro,100.1,0.329,51.0,7,9,0.0,camioneta,17.0,17.6,0,1
ENT-02498,Machala,187.3,0.629,13.5,5,10,1.3,camioneta,16.0,52.1,1,1
ENT-01768,Saraguro,110.6,0.423,54.1,4,5,0.1,camioneta,,39.3,1,1
ENT-00777,Loja,724.2,4.376,65.4,3,8,1.9,camioneta,33.0,50.6,1,1
ENT-02320,Catamayo,190.4,0.714,78.5,6,9,3.6,camioneta,,58.5,0,1
ENT-00081,Machala,244.8,1.207,18.6,3,8,1.2,camion liviano,81.0,82.8,0,0
ENT-00791,Cariamanga,143.8,0.614,130.3,9,10,5.3,camioneta,18.0,47.4,1,1
ENT-00681,Catamayo,445.7,1.93,17.4,1,12,2.3,camion liviano,23.0,47.6,1,0
ENT-01056,Loja,167.4,1.165,47.3,12,10,4.3,camion liviano,,45.5,0,0
ENT-01053,Macara,56.6,0.281,19.9,8,6,1.7,camion liviano,53.0,90.8,2,1
ENT-00323,Machala,419.2,2.642,20.9,9,7,0.0,camioneta,,89.4,3,1
ENT-00409,Saraguro,444.9,1.764,39.7,9,15,1.3,camion pesado,,64.0,0,1
ENT-01617,Loja,133.6,0.448,25.7,3,10,1.9,camioneta,22.0,78.0,1,0
ENT-02753,Macara,261.3,1.294,33.5,2,9,0.8,camioneta,29.0,87.1,0,0
ENT-02483,Cariamanga,250.4,1.48,38.3,6,7,3.9,camion pesado,,34.9,2,1
ENT-00451,Loja,773.5,4.038,10.4,4,10,0.0,camioneta,25.0,50.5,0,1
ENT-01179,Machala,525.1,2.875,37.7,11,10,0.8,camion liviano,121.0,79.3,0,0
ENT-01883,Macara,158.5,1.007,9.7,3,5,0.0,camioneta,18.0,29.5,0,1
ENT-01175,Machala,607.3,2.347,40.7,6,10,4.3,camioneta,73.0,64.0,2,1
ENT-00142,Cariamanga,242.5,0.819,137.3,3,11,6.0,camioneta,49.0,11.5,2,1
ENT-00479,Loja,345.0,1.342,41.6,11,10,0.9,camioneta,35.0,66.1,0,0
ENT-01371,Macara,210.0,1.17,89.3,2,10,2.4,camion pesado,34.0,18.7,0,0
ENT-01986,Macara,397.6,1.807,29.8,7,5,7.6,camion pesado,,53.5,2,1
ENT-01682,Loja,205.7,0.71,61.7,1,9,0.6,camioneta,,26.1,0,0
ENT-02145,Catamayo,369.9,2.035,55.2,15,8,1.1,camion liviano,39.0,45.3,2,1
ENT-00868,Zamora,247.5,0.876,60.8,9,11,8.2,camioneta,169.0,70.9,4,1
ENT-01196,Machala,690.3,2.548,8.0,4,7,0.0,camioneta,81.0,66.8,0,0
ENT-02080,Zamora,266.0,0.938,46.7,7,7,,camion liviano,40.0,40.3,0,0
ENT-02444,Macara,229.0,1.371,52.4,5,4,1.5,camioneta,86.0,31.4,0,0
ENT-02234,Macara,748.3,4.927,4.1,12,7,0.4,camion liviano,24.0,26.1,3,1
ENT-00178,Macara,464.0,2.131,27.3,1,10,0.0,camioneta,16.0,55.8,1,1
ENT-01962,Machala,251.8,0.917,29.0,1,8,4.8,camion pesado,96.0,18.2,0,0
ENT-01576,Macara,250.2,0.956,30.5,5,10,5.7,camion pesado,,79.8,1,1
ENT-01711,Machala,67.0,0.255,42.2,5,8,2.2,camion liviano,34.0,71.8,3,1
ENT-00706,Macara,896.4,4.513,39.4,5,9,0.3,camioneta,,37.6,0,0
ENT-02067,Machala,331.5,1.613,17.2,1,9,0.0,camioneta,33.0,69.5,0,1
ENT-00184,Catamayo,177.8,0.579,22.6,4,6,0.0,camion pesado,,19.3,2,1
ENT-00424,Catamayo,445.6,2.445,10.1,7,4,0.0,camion liviano,,81.0,1,1
ENT-01284,Machala,221.8,1.03,21.5,1,13,,camion liviano,20.0,25.3,0,0
ENT-00606,Catamayo,442.1,2.067,6.2,2,9,4.6,camioneta,49.0,54.7,0,0
ENT-02876,Zamora,330.4,1.299,72.1,8,11,2.3,camioneta,66.0,57.5,2,1
ENT-00611,Zamora,273.2,0.957,23.7,5,13,0.0,camion liviano,20.0,72.2,0,0
ENT-02316,Zamora,517.0,3.144,68.8,7,11,0.1,camioneta,33.0,83.2,1,1
ENT-00600,Loja,303.1,0.97,47.9,2,13,0.0,camioneta,42.0,87.9,0,0
ENT-02088,Saraguro,585.9,2.096,41.9,2,6,1.4,camioneta,66.0,58.9,0,0
ENT-00369,Cariamanga,129.7,0.484,22.2,7,13,3.1,camion pesado,40.0,85.9,0,0
ENT-02689,Cariamanga,238.6,0.772,88.1,6,8,0.0,camion liviano,,53.6,0,1
ENT-01955,Loja,263.9,1.524,59.0,7,10,,camion liviano,36.0,32.4,0,0
ENT-01188,Loja,107.4,0.574,99.3,5,4,0.0,camioneta,,73.8,1,1
ENT-00344,machala,206.3,0.702,54.9,9,8,1.4,camioneta,,23.1,1,1
ENT-00163,Zamora,417.3,1.445,59.2,4,11,0.0,camioneta,82.0,54.6,0,0
ENT-01832,Loja,301.1,2.119,49.4,1,9,0.0,camion pesado,105.0,31.5,0,1
ENT-01867,Saraguro,340.5,1.337,52.0,4,8,5.8,camioneta,83.0,75.0,0,1
ENT-01045,Cariamanga,566.6,2.932,9.8,9,13,3.8,camioneta,,90.9,2,1
ENT-00555,Loja,250.0,1.119,16.9,2,7,3.1,camioneta,18.0,22.4,0,0
ENT-00943,Macara,417.6,2.084,2.8,3,9,0.0,camioneta,,38.3,2,1
ENT-01627,Macara,227.1,1.146,90.4,7,10,0.9,camion liviano,62.0,52.2,1,1
ENT-02811,Catamayo,638.0,2.419,44.6,3,7,1.4,camioneta,,15.5,1,1
ENT-00031,Saraguro,255.1,1.161,62.2,4,10,3.5,camioneta,9.0,40.4,3,1
ENT-02872,Cariamanga,285.0,0.938,29.4,11,10,2.5,camioneta,,70.6,0,0
ENT-01958,Machala,448.2,2.632,39.0,3,9,0.7,camioneta,94.0,83.1,0,0
ENT-02993,Saraguro,231.8,1.022,50.8,13,10,1.5,camioneta,87.0,90.6,3,1
ENT-00174,Machala,93.0,0.344,40.7,5,10,1.3,camioneta,9.0,27.8,0,0
ENT-02578,Machala,355.2,1.666,23.5,8,7,0.8,camioneta,63.0,51.1,0,1
ENT-00297,Macara,265.3,0.948,86.7,7,7,3.1,camion liviano,,74.8,0,0
ENT-00326,Macara,111.8,0.444,30.6,9,10,,camion liviano,,73.0,0,0
ENT-01449,Loja,134.8,0.882,136.6,4,6,4.4,camioneta,17.0,49.0,0,0
ENT-00412,Loja,407.1,1.918,32.0,5,9,0.0,camioneta,18.0,86.1,0,0
ENT-02500,Machala,586.7,2.112,45.6,4,10,0.0,camioneta,93.0,69.6,0,0
ENT-00529,Zamora,298.0,1.878,6.5,15,10,4.0,camioneta,11.0,87.7,1,1
ENT-01229,Saraguro,379.1,1.649,11.8,1,7,,camion pesado,59.0,52.6,0,0
ENT-02468,Macara,489.1,2.636,109.0,6,11,0.0,camion pesado,35.0,82.8,0,1
ENT-01150,Cariamanga,405.6,1.658,51.0,3,12,0.0,camion pesado,23.0,39.4,0,0
ENT-01209,loja,269.3,0.957,27.4,5,4,,camion pesado,90.0,64.0,0,1
ENT-01717,Machala,159.9,0.93,66.1,12,12,0.8,camion pesado,10.0,53.4,0,0
ENT-01850,Catamayo,257.5,0.859,48.7,3,10,0.0,camion liviano,20.0,52.8,1,0
ENT-01980,Cariamanga,805.0,4.326,17.2,10,4,0.8,camion liviano,37.0,51.3,2,1
ENT-00528,Zamora,319.0,1.008,66.7,4,8,9.5,camion pesado,,60.3,1,1
ENT-02593,Saraguro,323.1,1.033,67.0,7,4,3.9,camion pesado,,14.0,0,0
ENT-00074,Machala,253.5,0.907,40.2,7,5,1.1,camion liviano,60.0,32.9,1,1
ENT-01534,Macara,182.8,0.917,24.1,8,12,1.7,camion liviano,48.0,8.7,1,1
ENT-02162,Catamayo,303.4,1.741,17.4,3,8,0.3,camion pesado,131.0,74.2,1,1
ENT-02536,Cariamanga,127.1,0.777,2.1,14,5,6.3,camioneta,23.0,73.0,1,1
ENT-01789,Macara,411.5,1.533,30.6,7,8,3.5,camion liviano,,50.1,1,0
ENT-02380,Loja ,165.1,1.008,61.9,1,10,1.4,camion pesado,21.0,75.1,2,1
ENT-01254,Loja,189.8,1.182,64.9,1,6,,camion liviano,,17.2,0,0
ENT-02227,Cariamanga,188.6,0.983,70.1,5,13,2.9,camioneta,91.0,84.3,1,0
ENT-02929,Zamora,367.8,1.237,51.2,4,8,3.2,camion liviano,12.0,19.1,0,1
ENT-01466,LOJA,368.0,2.397,30.5,2,7,1.3,camion liviano,111.0,48.4,0,0
ENT-01361,Zamora,370.4,2.126,22.1,2,8,1.1,camion liviano,24.0,85.5,1,1
ENT-02092,Macara,210.5,1.409,26.2,2,10,2.8,camioneta,50.0,27.6,0,0
ENT-00411,Loja,124.8,0.391,90.0,2,6,1.8,camion pesado,15.0,25.7,2,1
ENT-00450,Macara,479.5,1.855,30.2,4,11,0.0,camion pesado,,37.1,1,0
ENT-01591,Macara,246.9,0.887,25.6,3,9,0.7,camioneta,99.0,42.9,0,0
ENT-00901,Cariamanga,256.1,0.887,85.7,4,14,0.2,camion liviano,162.0,31.9,0,0
ENT-02282,Zamora,168.5,0.687,41.7,5,10,0.0,camion liviano,9.0,43.8,3,1
ENT-00913,Macara,604.8,3.909,64.5,7,7,,camioneta,,70.4,3,1
ENT-02549,Zamora,114.4,0.418,39.8,6,10,2.0,camion pesado,40.0,93.6,2,1
ENT-00613,Macara,199.7,1.07,127.4,5,7,,camioneta,44.0,90.4,2,1
ENT-01609,Loja,233.5,1.218,68.7,3,9,0.0,camion liviano,19.0,72.8,0,0
ENT-00325,Cariamanga,83.7,0.345,125.3,5,10,0.4,camion pesado,50.0,23.0,0,0
ENT-00508,Zamora,132.8,0.511,28.0,5,11,0.0,camion pesado,42.0,61.2,4,1
ENT-02692,Machala,29.3,0.101,49.6,6,10,1.4,camion pesado,33.0,33.6,3,1
ENT-02873,Catamayo,261.9,0.821,39.0,2,11,2.6,camion pesado,,68.4,3,1
ENT-00496,Catamayo,127.6,0.781,13.3,3,9,0.0,camion liviano,33.0,55.2,1,0
ENT-02494,Macara,747.5,2.524,35.7,11,10,0.8,camion liviano,,48.5,1,1
ENT-02609,Catamayo,39.8,0.137,6.8,12,9,0.0,camion liviano,,34.6,0,1
ENT-02890,loja,49.5,0.193,75.4,11,7,0.0,camioneta,105.0,75.0,6,1
ENT-01006,Cariamanga,87.8,0.313,40.2,3,9,0.0,camion pesado,,71.4,4,1
ENT-02700,Catamayo,480.8,2.752,42.9,9,9,19.1,camion pesado,23.0,46.8,5,1
ENT-01719,Saraguro,473.9,2.688,4.0,5,8,0.0,camion liviano,29.0,74.8,0,1
ENT-00240,Loja ,370.8,2.386,44.4,1,5,5.6,camioneta,,65.7,3,1
ENT-02472,Saraguro,280.8,1.095,53.5,3,9,1.2,camioneta,67.0,24.7,3,1
ENT-02024,Machala,499.7,2.194,33.6,5,6,0.0,camioneta,50.0,80.7,0,0
ENT-02384,Cariamanga,317.3,1.353,145.5,2,11,0.7,camioneta,,52.2,0,1
ENT-01331,Catamayo,449.3,3.024,12.2,7,8,0.0,camioneta,47.0,69.9,0,0
ENT-01002,Macara,311.8,1.075,11.2,6,5,0.0,camioneta,63.0,57.0,1,1
ENT-01193,Cariamanga,542.7,2.355,19.6,2,9,0.0,camioneta,21.0,83.5,1,1
ENT-02203,Macara,574.1,2.744,1.1,8,12,1.3,camioneta,,16.8,1,1
ENT-02964,Saraguro,302.8,1.23,33.7,9,9,1.5,camion liviano,57.0,57.2,1,1
ENT-00890,Cariamanga,99.3,0.366,22.2,3,11,2.9,camioneta,,5.8,0,0
ENT-01492,LOJA,395.0,1.304,29.4,1,10,2.3,camion liviano,,85.5,1,0
ENT-01724,Loja,299.0,1.433,6.7,1,4,0.5,camion liviano,,17.8,1,0
ENT-00545,Zamora,71.2,0.411,35.0,4,9,0.3,camioneta,132.0,46.7,1,1
ENT-01512,Cariamanga,449.9,1.853,8.4,5,9,1.1,camion liviano,49.0,46.6,0,0
ENT-02981,Zamora,301.8,1.789,32.9,3,8,0.7,camion liviano,96.0,39.2,0,0
ENT-01733,Cariamanga,200.9,1.094,10.4,1,10,0.0,camioneta,52.0,39.5,1,0
ENT-02356,Zamora,369.0,2.178,41.6,6,14,0.5,camioneta,,61.3,0,0
ENT-01180,Catamayo,486.7,1.68,55.4,5,9,2.1,camioneta,44.0,64.1,3,1
ENT-00583,Saraguro,-1.0,1.381,49.7,9,5,0.0,camion pesado,31.0,45.2,1,1
ENT-02998,Loja,680.4,3.013,85.9,16,10,2.5,camion liviano,44.0,87.1,1,1
ENT-00719,Saraguro,921.1,3.573,8.9,12,12,6.1,camioneta,11.0,51.4,0,0
ENT-00953,Saraguro,89.9,0.621,76.1,7,14,0.2,camion pesado,,44.4,0,0
ENT-02054,Loja,26.9,0.175,66.5,4,11,0.9,camion liviano,16.0,35.8,0,0
ENT-02792,Zamora,295.3,1.576,50.6,1,10,0.0,camioneta,27.0,70.3,0,1
ENT-01481,Cariamanga,312.0,1.011,1.2,2,13,4.5,camion liviano,40.0,83.4,0,0
ENT-00415,Zamora,216.6,0.934,6.9,9,11,0.7,camion liviano,74.0,96.9,0,1
ENT-01594,Loja,175.0,0.642,17.0,3,15,0.0,camioneta,27.0,17.2,0,1
ENT-00507,Macara,194.5,0.609,38.3,3,4,0.0,camioneta,13.0,66.0,0,0
ENT-01256,Zamora,34.0,0.128,48.5,2,11,7.8,camion liviano,49.0,70.6,0,1
ENT-02523,LOJA,564.8,1.977,42.6,4,12,2.2,camion liviano,,51.9,1,1
ENT-00109,Saraguro,167.9,0.536,5.4,4,7,2.1,camion liviano,,67.1,0,0
ENT-02398,Loja,99.8,0.33,39.2,9,7,,camioneta,37.0,44.9,2,1
ENT-00928,Saraguro,176.2,0.668,58.7,4,6,4.2,camioneta,15.0,75.4,2,1
ENT-01103,Loja,553.9,1.876,26.7,5,9,0.0,camioneta,63.0,19.8,0,0
ENT-01018,Macara,164.2,0.94,48.3,11,7,10.6,camioneta,36.0,11.2,0,0
ENT-00319,Loja,208.6,0.914,47.4,5,11,1.7,camion pesado,38.0,50.7,0,0
ENT-01094,Loja,247.8,0.905,155.0,2,7,0.4,camion liviano,14.0,23.4,0,1
ENT-01718,Loja ,544.5,1.854,30.6,12,10,0.6,camion liviano,21.0,95.2,1,1
ENT-01957,Macara,146.6,0.808,13.9,4,6,20.1,camion liviano,23.0,29.4,2,1
ENT-02209,Loja,323.6,1.221,15.0,4,10,0.2,camioneta,60.0,73.2,0,1
ENT-01037,Loja,231.1,1.618,19.1,6,15,0.0,camioneta,23.0,25.7,1,0
ENT-00403,Zamora,282.7,1.485,37.8,7,10,0.7,camioneta,58.0,69.1,0,0
ENT-01974,Catamayo,107.2,0.361,68.3,10,9,0.5,camioneta,,60.8,1,1
ENT-00813,Machala,276.3,1.234,18.6,13,5,0.0,camion liviano,32.0,55.9,0,1
ENT-01972,Machala,89.5,0.409,17.8,9,9,0.9,camioneta,68.0,84.7,1,0
ENT-00848,Macara,166.5,0.802,46.9,2,6,3.5,camion liviano,9.0,9.0,0,0
ENT-00760,Cariamanga,1003.4,3.385,109.3,2,11,3.5,camion liviano,19.0,53.6,2,1
ENT-01840,Saraguro,324.8,1.613,16.9,5,9,0.0,camioneta,209.0,51.4,0,0
ENT-00388,Machala,120.2,0.778,29.9,3,13,0.2,camion pesado,35.0,44.0,4,1
ENT-02765,Cariamanga,627.3,1.999,18.1,8,10,7.1,camion liviano,149.0,75.6,1,0
ENT-00582,Loja,682.6,2.79,17.0,5,10,,camion liviano,131.0,35.7,0,0
ENT-00786,Saraguro,163.5,0.553,25.6,7,8,2.3,camion pesado,23.0,45.2,3,1
ENT-00558,Cariamanga,217.7,1.134,35.5,3,8,0.0,camioneta,55.0,65.4,0,0
ENT-02621,Cariamanga,397.5,2.045,60.8,12,9,1.8,camion liviano,,33.8,0,0
ENT-01565,Zamora,583.4,2.893,39.4,5,8,2.1,camion liviano,13.0,24.0,1,1
ENT-00297,Macara,265.3,0.948,86.7,7,7,3.1,camion liviano,,74.8,0,0
ENT-01038,Macara,282.5,1.18,78.1,3,10,3.1,camioneta,39.0,25.7,3,1
ENT-01863,Catamayo,301.7,1.484,75.9,1,9,0.7,camioneta,,40.0,1,0
ENT-00071,Catamayo,368.4,1.615,38.4,8,9,0.2,camion liviano,28.0,44.7,0,1
ENT-02220,Loja,259.5,0.813,43.3,2,16,9.4,camion liviano,,79.5,0,1
ENT-02333,Zamora,246.1,0.834,66.4,5,9,5.2,camion liviano,23.0,40.7,1,0
ENT-02572,Zamora,423.2,2.894,82.8,4,11,1.3,camion liviano,22.0,32.5,0,0
ENT-01911,Catamayo,412.2,1.951,58.5,7,10,,camion pesado,37.0,56.4,2,1
ENT-00057,Catamayo,480.0,1.798,71.0,2,10,0.0,camioneta,,29.2,0,0
ENT-02255,Loja,321.2,1.087,18.7,1,11,0.1,camioneta,,57.5,1,1
ENT-02806,Loja ,953.6,4.9,15.9,2,7,0.0,camioneta,22.0,41.0,0,0
ENT-01377,Zamora,150.4,0.532,12.4,7,14,0.4,camion liviano,37.0,32.5,3,1
ENT-01806,Machala,158.0,0.528,64.3,6,16,3.2,camion liviano,,32.1,1,1
ENT-02856,LOJA,397.7,1.691,64.0,5,6,0.2,camioneta,76.0,54.7,0,0
ENT-01058,Machala,208.0,0.695,25.5,3,11,0.0,camioneta,,78.7,0,0
ENT-01337,LOJA,171.7,1.21,88.9,5,10,2.3,camion liviano,51.0,76.8,2,1
ENT-00310,Cariamanga,90.0,0.376,108.5,3,8,1.7,camion liviano,68.0,70.2,1,1
ENT-02831,Zamora,178.9,0.662,156.3,6,8,0.0,camion liviano,40.0,83.0,3,1
ENT-02212,Loja,319.0,1.776,2.3,8,11,0.9,camioneta,15.0,32.3,3,1
ENT-01011,Loja,450.2,2.871,24.2,10,8,0.0,camioneta,55.0,32.3,2,1
ENT-02630,Zamora,240.9,0.806,32.8,3,12,0.0,camioneta,45.0,50.3,0,0
ENT-01608,loja,244.4,0.86,44.8,3,8,,camion liviano,11.0,53.7,0,0
ENT-01245,MACARA,340.2,1.865,51.8,8,12,0.0,camioneta,28.0,56.4,0,1
ENT-00394,Catamayo,300.4,1.535,20.1,2,8,3.3,camion liviano,72.0,83.9,1,0
ENT-02752,Macara,180.6,0.655,152.2,6,7,4.5,camion liviano,19.0,62.9,0,1
ENT-00487,Saraguro,202.9,1.284,37.9,1,10,2.2,camioneta,16.0,60.7,0,1
ENT-01692,Loja,86.4,0.458,13.7,6,8,1.4,camion pesado,102.0,52.9,0,0
ENT-00533,Zamora,194.9,0.766,62.7,6,14,0.0,camion pesado,35.0,47.2,2,1
ENT-02141,Catamayo,349.7,1.769,117.8,2,6,5.4,camioneta,43.0,3.7,0,1
ENT-00569,Cariamanga,252.1,1.438,54.3,1,11,6.9,camion liviano,42.0,69.7,3,1
ENT-02403,Cariamanga,121.2,0.577,144.7,4,10,1.6,camioneta,88.0,74.1,0,0
ENT-01135,Loja,466.4,1.814,102.0,3,10,0.6,camion liviano,,57.4,3,1
ENT-01035,Saraguro,512.0,2.133,9.7,1,10,0.0,camion liviano,50.0,64.6,3,1
ENT-00933,Saraguro,691.3,2.477,72.8,1,8,3.9,camion liviano,34.0,40.8,2,1
ENT-00841,Saraguro,26.3,0.173,12.7,5,11,0.0,camioneta,55.0,46.8,0,0
ENT-02475,Saraguro,510.4,1.653,44.3,6,5,,camioneta,,62.3,1,1
ENT-02078,Loja,110.3,0.345,18.7,5,11,0.2,camion liviano,52.0,72.5,4,1
ENT-02070,Machala,251.7,1.221,64.2,3,13,6.9,camion pesado,57.0,48.4,0,1
ENT-02682,Cariamanga,298.4,1.803,24.6,1,7,0.0,camioneta,30.0,82.0,6,1
ENT-02385,Cariamanga,157.5,0.783,37.3,3,10,0.9,camion liviano,95.0,20.5,0,0
ENT-00437,Macara,218.8,0.802,18.6,3,10,0.2,camioneta,57.0,60.4,0,0
ENT-02789,Machala,486.8,2.401,5.5,8,4,5.6,camion liviano,43.0,52.7,2,1
ENT-00121,Saraguro,107.4,0.549,25.7,7,9,2.1,camion liviano,28.0,21.5,0,0
ENT-02051,Cariamanga,84.5,0.351,93.3,3,9,2.9,camion liviano,7.0,50.6,0,0
ENT-00810,Saraguro,284.7,1.154,7.4,10,6,,camion liviano,,70.6,0,0
ENT-01978,Saraguro,231.0,1.01,79.0,6,14,3.6,camioneta,51.0,47.5,0,0
ENT-01722,Macara,426.5,1.669,108.1,5,10,,camioneta,45.0,65.9,1,1
ENT-01579,Catamayo,662.8,2.749,50.3,7,9,0.0,camioneta,74.0,51.6,0,0
ENT-00314,Machala,183.4,0.685,54.7,4,12,0.4,camioneta,28.0,40.4,0,0
ENT-02273,Loja,16.9,0.075,65.0,1,7,1.3,camion liviano,6.0,69.0,0,1
ENT-00234,Zamora,181.7,1.145,15.6,6,8,0.0,camion liviano,90.0,80.4,4,1
ENT-02460,Cariamanga,104.7,0.634,46.6,2,4,0.2,camioneta,42.0,45.3,0,0
ENT-01026,Catamayo,259.3,1.27,43.1,7,4,1.9,camioneta,20.0,67.6,3,1
ENT-02390,Loja,233.2,1.041,17.0,8,13,0.3,camion pesado,43.0,59.7,3,1
ENT-02908,Saraguro,534.6,3.333,17.3,2,9,10.5,camioneta,,95.2,0,0
ENT-00696,Catamayo,330.9,1.593,48.8,3,7,0.0,camion liviano,95.0,73.6,2,1
ENT-00112,Saraguro,323.5,1.223,68.3,2,10,2.1,camion liviano,10.0,45.5,1,1
ENT-01197,Saraguro,304.8,1.675,62.9,2,11,0.3,camioneta,54.0,49.8,0,0
ENT-02010,Macara,967.3,3.082,42.6,4,9,0.5,camioneta,47.0,59.3,2,1
ENT-00566,Saraguro,290.0,2.049,24.0,7,7,2.9,camion pesado,29.0,92.6,1,1
ENT-01117,Machala,437.6,1.652,22.9,10,8,0.1,camioneta,57.0,35.2,0,0
ENT-01584,Zamora,268.9,0.86,40.9,5,7,0.4,camioneta,,11.1,0,1
ENT-00473,Machala,619.3,3.599,89.9,1,13,1.1,camion liviano,109.0,57.7,1,1
ENT-02585,Machala,327.7,1.881,68.3,3,5,0.7,camioneta,30.0,25.0,2,1
ENT-01740,Machala,178.6,0.564,38.1,3,11,0.0,camion pesado,50.0,74.9,0,1
ENT-02520,Zamora,205.1,0.804,28.0,6,10,0.0,camion liviano,,76.4,4,1
ENT-01836,Catamayo,172.6,0.542,43.3,3,7,0.0,camion liviano,,25.8,1,1
ENT-02100,Macara,464.0,2.66,18.0,20,12,4.8,camioneta,41.0,59.5,4,1
ENT-02835,Loja,485.2,1.78,47.8,4,7,0.0,camioneta,50.0,52.5,0,0
ENT-01378,Saraguro,283.5,1.037,19.1,1,10,0.4,camioneta,57.0,58.4,0,0
ENT-00898,Cariamanga,452.0,2.378,44.6,2,7,0.0,camioneta,4.0,78.3,0,0
ENT-01227,loja,148.7,1.055,20.0,4,15,0.0,camion pesado,,48.3,0,1
ENT-00362,Cariamanga,446.4,1.644,26.5,6,12,0.0,camion liviano,38.0,58.7,0,0
ENT-00136,Saraguro,163.4,0.823,24.5,7,6,,camioneta,,47.9,0,0
ENT-01293,Cariamanga,207.9,1.045,9.3,1,9,2.9,camion liviano,,47.0,0,1
ENT-02213,Macara,121.5,0.428,40.1,4,9,0.1,camion pesado,,88.1,3,1
ENT-02663,Zamora,423.5,1.89,8.3,8,10,,camion liviano,54.0,73.2,0,0
ENT-02304,Loja,217.4,1.312,31.1,4,4,0.1,camion pesado,23.0,69.4,0,0
ENT-00367,Machala,207.4,0.662,94.3,5,10,1.4,camion liviano,46.0,71.1,0,1
ENT-01923,Macara,240.7,0.85,28.8,7,6,1.9,camioneta,,70.6,3,1
ENT-00030,Cariamanga,113.6,0.696,4.5,4,8,0.0,camion pesado,42.0,74.8,2,1
ENT-02553,Zamora,204.2,1.34,29.8,7,8,0.5,camioneta,,54.4,0,0
ENT-00023,Saraguro,123.9,0.704,27.8,1,4,0.0,camioneta,,26.4,0,0
ENT-01107,Macara,302.2,0.96,20.2,1,5,0.1,camion liviano,,71.1,0,0
ENT-02974,Catamayo,303.9,1.207,11.0,6,10,4.8,camioneta,57.0,82.8,2,1
ENT-01695,Loja,153.5,0.481,29.6,13,13,1.7,camioneta,19.0,45.9,0,0
ENT-00421,Loja,295.6,1.043,27.1,4,6,1.1,camioneta,20.0,16.6,0,1
ENT-01661,Macara,213.1,0.763,34.8,4,7,4.6,camioneta,35.0,90.7,0,1
ENT-00461,Cariamanga,245.3,0.888,122.8,11,7,1.3,camioneta,79.0,35.0,3,1
ENT-00044,Machala,577.8,2.372,70.2,2,5,,camion pesado,16.0,69.5,0,1
ENT-00088,Cariamanga,332.5,1.409,13.1,1,7,0.9,camion liviano,72.0,33.6,0,0
ENT-01223,Machala,105.7,0.627,65.9,1,8,5.2,camioneta,,36.5,1,1
ENT-00671,Loja,709.0,2.63,27.8,2,8,,camion liviano,,54.8,1,0
ENT-00283,Zamora,325.4,1.606,41.6,5,10,3.0,camion pesado,40.0,16.5,1,1
ENT-00872,Cariamanga,288.5,0.914,131.2,6,14,2.0,camion liviano,64.0,62.4,3,1
ENT-01095,Machala,642.1,3.314,54.8,1,9,0.5,camion liviano,39.0,55.2,0,0
ENT-00692,Saraguro,1006.9,6.123,49.8,4,8,1.5,camion liviano,,74.2,4,1
ENT-00747,Loja,586.9,2.853,32.0,3,8,9.2,camion liviano,53.0,92.2,1,0
ENT-00799,Catamayo,173.5,1.224,38.6,6,5,1.4,camion liviano,80.0,80.8,2,1
ENT-00534,Cariamanga,570.2,3.637,46.8,17,9,2.2,camioneta,76.0,81.9,1,1
ENT-01672,Saraguro,603.3,2.947,75.2,4,12,,camioneta,,89.1,1,1
ENT-02502,Macara,547.4,2.982,38.4,1,13,0.0,camion pesado,29.0,19.0,0,1
ENT-02406,Machala,308.6,0.969,19.0,12,8,0.1,camion liviano,19.0,76.6,1,1
ENT-02440,Macara,268.8,0.881,28.9,12,9,5.0,camioneta,,41.0,2,1
ENT-02158,Saraguro,338.3,1.87,136.9,4,7,0.0,camioneta,42.0,68.5,0,0
ENT-02695,LOJA,519.3,2.784,47.4,6,7,2.6,camioneta,96.0,37.6,0,1
ENT-01341,Loja,452.6,1.634,13.8,2,8,2.2,camion liviano,41.0,45.8,0,0
ENT-01890,Macara,251.2,1.362,16.2,7,7,0.5,camion liviano,39.0,21.5,0,0
ENT-00811,Zamora,305.4,1.647,16.7,6,8,0.0,camioneta,89.0,44.3,0,0
ENT-00595,Macara,80.7,0.288,57.2,11,12,0.0,camion liviano,,49.5,2,1
ENT-01868,Cariamanga,239.9,1.603,9.8,2,6,0.7,camioneta,17.0,51.2,2,1
